KEY,"Footprint","Datasheet","MFN","MFP","D1PN","D1PL","D2PN","D2PL"
RES_0.62k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402620RFKED","541-620LCT","http://www.digikey.com/product-detail/en/CRCW0402620RFKED/541-620LCT-ND/1183100","_","_"
RES_0.68k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402680RFKED","541-680LCT","http://www.digikey.com/product-detail/en/CRCW0402680RFKED/541-680LCT-ND/1183104","_","_"
RES_0.75k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402750RFKED","541-750LCT","http://www.digikey.com/product-detail/en/CRCW0402750RFKED/541-750LCT-ND/1183109","_","_"
RES_0.82k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402820RFKED","541-820LCT","http://www.digikey.com/product-detail/en/CRCW0402820RFKED/541-820LCT-ND/1183113","_","_"
RES_0.91k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW0402910RFKED","541-910LCT","http://www.digikey.com/product-detail/en/CRCW0402910RFKED/541-910LCT-ND/1183119","_","_"
RES_1k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04021K00FKED","541-1.00KL","http://www.digikey.com/product-detail/en/CRCW04021K00FKED/541-1.00KLCT-ND/1183123","_","_"
RES_1.0k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04021K00FKED","541-1.00KL","http://www.digikey.com/product-detail/en/CRCW04021K00FKED/541-1.00KLCT-ND/1183123","_","_"
RES_1.1k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","_","_","_","_","_"
RES_1.2k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","541-1.20KL","CRCW04021K20FKED","http://www.digikey.com/product-detail/en/CRCW04021K20FKED/541-1.20KLCT-ND/1183131","_","_"
RES_1.3k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","_","_","_","_","_"
RES_1.5k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04021K50FKED","541-1.50KL","http://www.digikey.com/product-detail/en/CRCW04021K50FKED/541-1.50KLCT-ND/1183141","_","_"
RES_1.6k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","_","_","_","_","_"
RES_1.8k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04021K80FKED","541-1.80KL","http://www.digikey.com/product-detail/en/CRCW04021K80FKED/541-1.80KLCT-ND/1183150","_","_"
RES_2.0k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","_","_","_","_","_"
RES_2.2k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04022K20FKED","541-2.20KL","http://www.digikey.com/product-detail/en/CRCW04022K20FKED/541-2.20KLCT-ND/1183159","_","_"
RES_2.4k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","_","_","_","_","_"
RES_2.7k_0402_1/16_1%,"Dipoles_SMD:R_0402","http://www.vishay.com/docs/20035/dcrcwe3.pdf","Vishay","CRCW04022K70FKED","541-2.70KL","http://www.digikey.com/product-detail/en/CRCW04022K70FKED/541-2.70KLCT-ND/1183170","_","_"
